No,No2,Family,Cone,Cross,popcross,Mom,Dad,RegionCross2,RegionCross,Breed,StartPos,Rack,DevicePos,DeviceNo,PlugPosition,IndID,ColEnd,ColEndCor,GreyCorrectionScore,GreyCorrectionScoreDif
1181,307,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,A11,9,7,15,1,9.7.1.2,127.315,126.525,172,-0.79
1182,307,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,A11,9,7,15,1,9.7.1.3,110.526,109.736,172,-0.79
1183,308,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C15,9,7,15,2,9.7.2.1,138.331,137.541,172,-0.79
1184,308,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C15,9,7,15,2,9.7.2.2,107.768,106.978,172,-0.79
1185,308,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C15,9,7,15,2,9.7.2.3,109.299,108.509,172,-0.79
1186,309,HF44,C129,Davies14xMartin14,DAxMA,Davies14,Martin14,CentralxNorth,Hybrid,Hybrid,H13,9,7,15,3,9.7.3.1,110.793,110.003,172,-0.79
1187,310,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,G8,9,8,262,1,9.8.1.1,133.145,127.355,167,-5.79
1188,310,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,G8,9,8,262,1,9.8.1.2,125.624,119.834,167,-5.79
1189,310,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,G8,9,8,262,1,9.8.1.3,144.462,138.672,167,-5.79
1190,311,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,B7,9,8,262,2,9.8.2.1,102.358,96.568,167,-5.79
1191,311,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,B7,9,8,262,2,9.8.2.2,94.245,88.455,167,-5.79
1192,311,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,B7,9,8,262,2,9.8.2.3,99.151,93.361,167,-5.79
1193,312,HF44,C129,Davies14xMartin14,DAxMA,Davies14,Martin14,CentralxNorth,Hybrid,Hybrid,K9,9,8,262,3,9.8.3,NA,NA,167,-5.79
1194,313,HF44,C129,Davies14xMartin14,DAxMA,Davies14,Martin14,CentralxNorth,Hybrid,Hybrid,I14,9,9,17,1,9.9.1.1,144.767,138.977,167,-5.79
1195,313,HF44,C129,Davies14xMartin14,DAxMA,Davies14,Martin14,CentralxNorth,Hybrid,Hybrid,I14,9,9,17,1,9.9.1.2,127.096,121.306,167,-5.79
1196,313,HF44,C129,Davies14xMartin14,DAxMA,Davies14,Martin14,CentralxNorth,Hybrid,Hybrid,I14,9,9,17,1,9.9.1.3,125.447,119.657,167,-5.79
1197,313,HF44,C129,Davies14xMartin14,DAxMA,Davies14,Martin14,CentralxNorth,Hybrid,Hybrid,I14,9,9,17,1,9.9.1.4,122.377,116.587,167,-5.79
1198,314,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B5,9,9,17,2,9.9.2.1,98.969,93.179,167,-5.79
1199,314,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B5,9,9,17,2,9.9.2.2,87.43,81.64,167,-5.79
1200,314,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B5,9,9,17,2,9.9.2.3,94.553,88.763,167,-5.79
1201,314,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B5,9,9,17,2,9.9.2.4,102.801,97.011,167,-5.79
1202,314,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B5,9,9,17,2,9.9.2.5,87.039,81.249,167,-5.79
1203,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,17,3,9.9.3,NA,NA,167,-5.79
1204,316,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G2,9,10,170,1,9.10.1.1,153.417,141.627,161,-11.79
1205,316,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G2,9,10,170,1,9.10.1.2,130.311,118.521,161,-11.79
1206,316,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G2,9,10,170,1,9.10.1.3,145.872,134.082,161,-11.79
1207,316,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G2,9,10,170,1,9.10.1.4,123.085,111.295,161,-11.79
1208,316,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G2,9,10,170,1,9.10.1.5,140.775,128.985,161,-11.79
1209,316,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G2,9,10,170,1,9.10.1.6,122.989,111.199,161,-11.79
1210,316,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G2,9,10,170,1,9.10.1.7,145.269,133.479,161,-11.79
1211,316,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G2,9,10,170,1,9.10.1.8,137.182,125.392,161,-11.79
1212,316,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G2,9,10,170,1,9.10.1.9,141.597,129.807,161,-11.79
1213,316,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G2,9,10,170,1,9.10.1.10,131.197,119.407,161,-11.79
1214,316,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G2,9,10,170,1,9.10.1.11,139.598,127.808,161,-11.79
1215,316,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G2,9,10,170,1,9.10.1.12,134.673,122.883,161,-11.79
1216,316,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G2,9,10,170,1,9.10.1.13,119.045,107.255,161,-11.79
1217,316,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G2,9,10,170,1,9.10.1.14,134.743,122.953,161,-11.79
1218,317,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C9,9,10,170,2,9.10.2,NA,NA,161,-11.79
1219,318,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G3,9,10,170,3,9.10.3.1,100.249,88.459,161,-11.79
1220,318,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G3,9,10,170,3,9.10.3.2,96.86,85.07,161,-11.79
1221,318,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G3,9,10,170,3,9.10.3.3,90.275,78.485,161,-11.79
1222,318,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G3,9,10,170,3,9.10.3.4,125.268,113.478,161,-11.79
1223,318,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G3,9,10,170,3,9.10.3.5,104.048,92.258,161,-11.79
1224,318,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G3,9,10,170,3,9.10.3.6,129.799,118.009,161,-11.79
1225,318,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G3,9,10,170,3,9.10.3.7,105.642,93.852,161,-11.79
1226,318,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G3,9,10,170,3,9.10.3.8,105.19,93.4,161,-11.79
1227,318,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G3,9,10,170,3,9.10.3.9,124.6,112.81,161,-11.79
1228,318,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G3,9,10,170,3,9.10.3.10,132.56,120.77,161,-11.79
1229,318,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G3,9,10,170,3,9.10.3.11,113.167,101.377,161,-11.79
1230,318,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G3,9,10,170,3,9.10.3.12,125.668,113.878,161,-11.79
1231,318,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G3,9,10,170,3,9.10.3.13,112.752,100.962,161,-11.79
1232,318,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G3,9,10,170,3,9.10.3.14,126.362,114.572,161,-11.79
1233,318,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G3,9,10,170,3,9.10.3.15,123.898,112.108,161,-11.79
1234,318,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G3,9,10,170,3,9.10.3.16,115.088,103.298,161,-11.79
1235,319,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,B2,9,11,195,1,9.11.1,NA,NA,151,-21.79
1236,320,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,A11,9,11,195,2,9.11.2.1,98.612,76.822,151,-21.79
1237,320,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,A11,9,11,195,2,9.11.2.2,104.213,82.423,151,-21.79
1238,321,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C10,9,11,195,3,9.11.3.1,124.722,102.932,151,-21.79
1239,321,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C10,9,11,195,3,9.11.3.2,108.546,86.756,151,-21.79
1240,321,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C10,9,11,195,3,9.11.3.3,122.445,100.655,151,-21.79
1241,322,HF44,C129,Davies14xMartin14,DAxMA,Davies14,Martin14,CentralxNorth,Hybrid,Hybrid,J13,9,12,13,1,9.12.1.1,117.471,108.681,164,-8.79
1242,323,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,D14,9,12,13,2,9.12.2.1,132.904,124.114,164,-8.79
1243,323,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,D14,9,12,13,2,9.12.2.2,108.777,99.987,164,-8.79
1244,323,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,D14,9,12,13,2,9.12.2.3,104.554,95.764,164,-8.79
1245,324,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,H4,9,12,13,3,9.12.3.1,115.843,107.053,164,-8.79
1246,325,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,B1,10,1,42,1,10.1.1.1,152.654,143.864,164,-8.79
1247,326,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B9,10,1,42,2,10.1.2.1,145.771,136.981,164,-8.79
1248,326,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B9,10,1,42,2,10.1.2.2,114.873,106.083,164,-8.79
1249,327,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,G3,10,1,42,3,10.1.3.1,131.131,122.341,164,-8.79
1250,327,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,G3,10,1,42,3,10.1.3.2,110.007,101.217,164,-8.79
1251,328,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,K12,10,2,49,1,10.2.1,NA,NA,151,-21.79
1252,329,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,G1,10,2,49,2,10.2.2.1,130.96,109.17,151,-21.79
1253,329,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,G1,10,2,49,2,10.2.2.2,119.998,98.208,151,-21.79
1254,330,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,F2,10,2,49,3,10.2.3.1,148.417,126.627,151,-21.79
1255,330,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,F2,10,2,49,3,10.2.3.2,138.372,116.582,151,-21.79
1256,331,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,B2,10,3,41,1,10.3.1,NA,NA,172,-0.79
1257,332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,41,2,10.3.2,NA,NA,172,-0.79
1258,333,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B10,10,3,41,3,10.3.3.1,165.067,164.277,172,-0.79
1259,334,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,I12,10,4,32,1,10.4.1,NA,NA,140,-32.79
1260,335,HF44,C129,Davies14xMartin14,DAxMA,Davies14,Martin14,CentralxNorth,Hybrid,Hybrid,J2,10,4,32,2,10.4.2,NA,NA,140,-32.79
1261,336,HF44,C129,Davies14xMartin14,DAxMA,Davies14,Martin14,CentralxNorth,Hybrid,Hybrid,I2,10,4,32,3,10.4.3.1,124.552,91.762,140,-32.79
1262,337,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,K4,10,5,196,1,10.5.1.1,121.5,107.71,159,-13.79
1263,338,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D3,10,5,196,2,10.5.2.1,116.8,103.01,159,-13.79
1264,338,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D3,10,5,196,2,10.5.2.2,119.185,105.395,159,-13.79
1265,339,HF44,C129,Davies14xMartin14,DAxMA,Davies14,Martin14,CentralxNorth,Hybrid,Hybrid,H2,10,5,196,3,10.5.3,NA,NA,159,-13.79
1266,340,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B4,10,6,4,1,10.6.1.1,131.92,103.13,144,-28.79
1267,340,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B4,10,6,4,1,10.6.1.2,125.114,96.324,144,-28.79
1268,340,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B4,10,6,4,1,10.6.1.3,108.234,79.444,144,-28.79
1269,341,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D14,10,6,4,2,10.6.2.1,103.155,74.365,144,-28.79
1270,341,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D14,10,6,4,2,10.6.2.2,121.061,92.271,144,-28.79
1271,341,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D14,10,6,4,2,10.6.2.3,113.06,84.27,144,-28.79
1272,341,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D14,10,6,4,2,10.6.2.4,128.783,99.993,144,-28.79
1273,342,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,J3,10,6,4,3,10.6.3.1,133.421,104.631,144,-28.79
1274,342,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,J3,10,6,4,3,10.6.3.2,148.913,120.123,144,-28.79
1275,342,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,J3,10,6,4,3,10.6.3.3,130.689,101.899,144,-28.79
1276,342,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,J3,10,6,4,3,10.6.3.4,146.931,118.141,144,-28.79
1277,343,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,C2,10,7,187,1,10.7.1,NA,NA,152,-20.79
1278,344,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,C3,10,7,187,2,10.7.2.1,135.763,114.973,152,-20.79
1279,345,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C8,10,7,187,3,10.7.3.1,136.449,115.659,152,-20.79
1280,346,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D5,10,8,181,1,10.8.1.1,125.902,118.112,165,-7.79
1281,346,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D5,10,8,181,1,10.8.1.2,124.378,116.588,165,-7.79
1282,346,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D5,10,8,181,1,10.8.1.3,122.613,114.823,165,-7.79
1283,346,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D5,10,8,181,1,10.8.1.4,156,148.21,165,-7.79
1284,346,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D5,10,8,181,1,10.8.1.5,140.661,132.871,165,-7.79
1285,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,B3,10,8,181,2,10.8.2,NA,NA,165,-7.79
1286,348,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G9,10,8,181,3,10.8.3.1,147.909,140.119,165,-7.79
1287,348,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G9,10,8,181,3,10.8.3.2,157.957,150.167,165,-7.79
1288,348,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G9,10,8,181,3,10.8.3.3,142.772,134.982,165,-7.79
1289,349,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C11,10,9,169,1,10.9.1,NA,NA,167,-5.79
1290,350,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,D4,10,9,169,2,10.9.2.1,130.967,125.177,167,-5.79
1291,350,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,D4,10,9,169,2,10.9.2.2,107.55,101.76,167,-5.79
1292,351,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,E3,10,9,169,3,10.9.3.1,169.297,163.507,167,-5.79
1293,352,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C12,10,10,8,1,10.10.1.1,133.594,117.804,157,-15.79
1294,352,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C12,10,10,8,1,10.10.1.2,139.609,123.819,157,-15.79
1295,352,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C12,10,10,8,1,10.10.1.3,139.632,123.842,157,-15.79
1296,352,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C12,10,10,8,1,10.10.1.4,117.466,101.676,157,-15.79
1297,352,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C12,10,10,8,1,10.10.1.5,120.722,104.932,157,-15.79
1298,353,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,C4,10,10,8,2,10.10.2.1,119.119,103.329,157,-15.79
1299,354,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D6,10,10,8,3,10.10.3.1,121.571,105.781,157,-15.79
1300,354,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D6,10,10,8,3,10.10.3.2,143.749,127.959,157,-15.79
1301,354,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D6,10,10,8,3,10.10.3.3,157.257,141.467,157,-15.79
1302,354,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D6,10,10,8,3,10.10.3.4,141.812,126.022,157,-15.79
1303,354,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D6,10,10,8,3,10.10.3.5,144.005,128.215,157,-15.79
1304,355,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,E1,10,11,198,1,10.11.1.1,168.368,156.578,161,-11.79
1305,355,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,E1,10,11,198,1,10.11.1.2,160.107,148.317,161,-11.79
1306,355,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,E1,10,11,198,1,10.11.1.3,160.851,149.061,161,-11.79
1307,355,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,E1,10,11,198,1,10.11.1.4,125.971,114.181,161,-11.79
1308,355,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,E1,10,11,198,1,10.11.1.5,161.714,149.924,161,-11.79
1309,355,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,E1,10,11,198,1,10.11.1.6,163.367,151.577,161,-11.79
1310,355,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,E1,10,11,198,1,10.11.1.7,143.15,131.36,161,-11.79
1311,355,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,E1,10,11,198,1,10.11.1.8,126.379,114.589,161,-11.79
1312,355,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,E1,10,11,198,1,10.11.1.9,152.674,140.884,161,-11.79
1313,355,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,E1,10,11,198,1,10.11.1.10,139.333,127.543,161,-11.79
1314,355,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,E1,10,11,198,1,10.11.1.11,127.568,115.778,161,-11.79
1315,356,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H1,10,11,198,2,10.11.2,NA,NA,161,-11.79
1316,357,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D7,10,11,198,3,10.11.3.1,164.137,152.347,161,-11.79
1317,357,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D7,10,11,198,3,10.11.3.2,134.89,123.1,161,-11.79
1318,357,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D7,10,11,198,3,10.11.3.3,148.111,136.321,161,-11.79
1319,358,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,D1,10,12,176,1,10.12.1,NA,NA,161,-11.79
1320,359,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C3,10,12,176,2,10.12.2.1,155.603,143.813,161,-11.79
1321,359,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C3,10,12,176,2,10.12.2.2,162.78,150.99,161,-11.79
1322,359,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C3,10,12,176,2,10.12.2.3,154,142.21,161,-11.79
1323,359,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C3,10,12,176,2,10.12.2.4,147.525,135.735,161,-11.79
1324,359,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C3,10,12,176,2,10.12.2.5,151.195,139.405,161,-11.79
1325,359,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C3,10,12,176,2,10.12.2.6,164.274,152.484,161,-11.79
1326,359,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C3,10,12,176,2,10.12.2.7,160.413,148.623,161,-11.79
1327,359,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C3,10,12,176,2,10.12.2.8,144.873,133.083,161,-11.79
1328,359,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C3,10,12,176,2,10.12.2.9,152.353,140.563,161,-11.79
